2020-08-18 22:20:47	INFO	Server/main.go:28	Run
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:30	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:31	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:32	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:36	WARN	QDPort/tcpServer.go:66	EOF
2020-08-18 22:21:36	WARN	QDPort/tcpServer.go:55	close tcp connect :192.168.10.225:11010
2020-08-18 22:21:38	INFO	QDPort/tcpServer.go:34	新Tcp连接 ==》 192.168.10.225:11052
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:38	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:39	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:40	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:41	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:41	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:41	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:41	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:41	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
2020-08-18 22:21:41	ERROR	tileMapServer/httpServer.go:96	no such table: roadbiglabeltiles
